agency_cd,site_no,datetime,tz_cd,Y,177214_00062_cd
USGS,2168500,11/13/2020,EST,356.49,A
USGS,2168500,11/13/2020,EST,356.49,A
USGS,2168500,11/13/2020,EST,356.51,A
USGS,2168500,11/13/2020,EST,356.49,A
USGS,2168500,11/13/2020,EST,356.5,A
USGS,2168500,11/13/2020,EST,356.5,A
USGS,2168500,11/13/2020,EST,356.5,A
USGS,2168500,11/13/2020,EST,356.49,A
USGS,2168500,11/13/2020,EST,356.5,A
USGS,2168500,11/13/2020,EST,356.51,A
USGS,2168500,11/13/2020,EST,356.49,A
USGS,2168500,11/13/2020,EST,356.52,A
USGS,2168500,11/13/2020,EST,356.51,A
USGS,2168500,11/13/2020,EST,356.5,A
USGS,2168500,11/13/2020,EST,356.52,A
USGS,2168500,11/13/2020,EST,356.51,A
USGS,2168500,11/13/2020,EST,356.51,A
USGS,2168500,11/13/2020,EST,356.53,A
USGS,2168500,11/13/2020,EST,356.51,A
USGS,2168500,11/13/2020,EST,356.52,A
USGS,2168500,11/13/2020,EST,356.53,A
USGS,2168500,11/13/2020,EST,356.52,A
USGS,2168500,11/13/2020,EST,356.54,A
USGS,2168500,11/13/2020,EST,356.53,A
USGS,2168500,11/13/2020,EST,356.53,A
USGS,2168500,11/13/2020,EST,356.54,A
USGS,2168500,11/13/2020,EST,356.54,A
USGS,2168500,11/13/2020,EST,356.54,A
USGS,2168500,11/13/2020,EST,356.54,A
USGS,2168500,11/13/2020,EST,356.54,A
USGS,2168500,11/13/2020,EST,356.55,A
USGS,2168500,11/13/2020,EST,356.54,A
USGS,2168500,11/13/2020,EST,356.54,A
USGS,2168500,11/13/2020,EST,356.55,A
USGS,2168500,11/13/2020,EST,356.55,A
USGS,2168500,11/13/2020,EST,356.56,A
USGS,2168500,11/13/2020,EST,356.55,A
USGS,2168500,11/13/2020,EST,356.56,A
USGS,2168500,11/13/2020,EST,356.57,A
USGS,2168500,11/13/2020,EST,356.55,A
USGS,2168500,11/13/2020,EST,356.58,A
USGS,2168500,11/13/2020,EST,356.58,A
USGS,2168500,11/13/2020,EST,356.58,A
USGS,2168500,11/13/2020,EST,356.57,A
USGS,2168500,11/13/2020,EST,356.56,A
USGS,2168500,11/13/2020,EST,356.57,A
USGS,2168500,11/14/2020,EST,356.58,A
USGS,2168500,11/14/2020,EST,356.58,A
USGS,2168500,11/14/2020,EST,356.58,A
USGS,2168500,11/14/2020,EST,356.58,A
USGS,2168500,11/14/2020,EST,356.58,A
USGS,2168500,11/14/2020,EST,356.58,A
USGS,2168500,11/14/2020,EST,356.58,A
USGS,2168500,11/14/2020,EST,356.59,A
USGS,2168500,11/14/2020,EST,356.58,A
USGS,2168500,11/14/2020,EST,356.56,A
USGS,2168500,11/14/2020,EST,356.58,A
USGS,2168500,11/14/2020,EST,356.58,A
USGS,2168500,11/14/2020,EST,356.59,A
USGS,2168500,11/14/2020,EST,356.59,A
USGS,2168500,11/14/2020,EST,356.6,A
USGS,2168500,11/14/2020,EST,356.59,A
USGS,2168500,11/14/2020,EST,356.59,A
USGS,2168500,11/14/2020,EST,356.6,A
USGS,2168500,11/14/2020,EST,356.61,A
USGS,2168500,11/14/2020,EST,356.6,A
USGS,2168500,11/14/2020,EST,356.6,A
USGS,2168500,11/14/2020,EST,356.6,A
USGS,2168500,11/14/2020,EST,356.61,A
USGS,2168500,11/14/2020,EST,356.61,A
USGS,2168500,11/14/2020,EST,356.61,A
USGS,2168500,11/14/2020,EST,356.62,A
USGS,2168500,11/14/2020,EST,356.61,A
USGS,2168500,11/14/2020,EST,356.62,A
USGS,2168500,11/14/2020,EST,356.62,A
USGS,2168500,11/14/2020,EST,356.62,A
USGS,2168500,11/14/2020,EST,356.63,A
USGS,2168500,11/14/2020,EST,356.62,A
USGS,2168500,11/14/2020,EST,356.61,A
USGS,2168500,11/14/2020,EST,356.62,A
USGS,2168500,11/14/2020,EST,356.62,A
USGS,2168500,11/14/2020,EST,356.63,A
USGS,2168500,11/14/2020,EST,356.61,A
USGS,2168500,11/14/2020,EST,356.64,A
USGS,2168500,11/14/2020,EST,356.63,A
USGS,2168500,11/14/2020,EST,356.63,A
USGS,2168500,11/14/2020,EST,356.63,A
USGS,2168500,11/14/2020,EST,356.61,A
USGS,2168500,11/14/2020,EST,356.61,A
USGS,2168500,11/14/2020,EST,356.63,A
USGS,2168500,11/14/2020,EST,356.61,A
USGS,2168500,11/14/2020,EST,356.61,A
USGS,2168500,11/14/2020,EST,356.62,A
USGS,2168500,11/14/2020,EST,356.63,A
USGS,2168500,11/14/2020,EST,356.63,A
USGS,2168500,11/14/2020,EST,356.63,A
USGS,2168500,11/14/2020,EST,356.63,A
USGS,2168500,11/14/2020,EST,356.62,A
USGS,2168500,11/14/2020,EST,356.63,A
USGS,2168500,11/14/2020,EST,356.63,A
USGS,2168500,11/14/2020,EST,356.62,A
USGS,2168500,11/14/2020,EST,356.63,A
USGS,2168500,11/14/2020,EST,356.63,A
USGS,2168500,11/14/2020,EST,356.63,A
USGS,2168500,11/14/2020,EST,356.64,A
USGS,2168500,11/14/2020,EST,356.64,A
USGS,2168500,11/14/2020,EST,356.64,A
USGS,2168500,11/14/2020,EST,356.64,A
USGS,2168500,11/14/2020,EST,356.64,A
USGS,2168500,11/14/2020,EST,356.64,A
USGS,2168500,11/14/2020,EST,356.62,A
USGS,2168500,11/14/2020,EST,356.63,A
USGS,2168500,11/14/2020,EST,356.63,A
USGS,2168500,11/14/2020,EST,356.64,A
USGS,2168500,11/14/2020,EST,356.64,A
USGS,2168500,11/14/2020,EST,356.62,A
USGS,2168500,11/14/2020,EST,356.64,A
USGS,2168500,11/14/2020,EST,356.64,A
USGS,2168500,11/14/2020,EST,356.65,A
USGS,2168500,11/14/2020,EST,356.64,A
USGS,2168500,11/14/2020,EST,356.64,A
USGS,2168500,11/14/2020,EST,356.64,A
USGS,2168500,11/14/2020,EST,356.64,A
USGS,2168500,11/14/2020,EST,356.65,A
USGS,2168500,11/14/2020,EST,356.65,A
USGS,2168500,11/14/2020,EST,356.65,A
USGS,2168500,11/14/2020,EST,356.65,A
USGS,2168500,11/14/2020,EST,356.64,A
USGS,2168500,11/14/2020,EST,356.63,A
USGS,2168500,11/14/2020,EST,356.65,A
USGS,2168500,11/14/2020,EST,356.63,A
USGS,2168500,11/14/2020,EST,356.64,A
USGS,2168500,11/14/2020,EST,356.64,A
USGS,2168500,11/14/2020,EST,356.62,A
USGS,2168500,11/14/2020,EST,356.64,A
USGS,2168500,11/14/2020,EST,356.62,A
USGS,2168500,11/14/2020,EST,356.62,A
USGS,2168500,11/14/2020,EST,356.62,A
USGS,2168500,11/14/2020,EST,356.63,A
USGS,2168500,11/14/2020,EST,356.62,A
USGS,2168500,11/14/2020,EST,356.61,A
USGS,2168500,11/14/2020,EST,356.62,A
USGS,2168500,11/15/2020,EST,356.63,A
USGS,2168500,11/15/2020,EST,356.62,A
USGS,2168500,11/15/2020,EST,356.62,A
USGS,2168500,11/15/2020,EST,356.6,A
USGS,2168500,11/15/2020,EST,356.62,A
USGS,2168500,11/15/2020,EST,356.61,A
USGS,2168500,11/15/2020,EST,356.61,A
USGS,2168500,11/15/2020,EST,356.62,A
USGS,2168500,11/15/2020,EST,356.61,A
USGS,2168500,11/15/2020,EST,356.61,A
USGS,2168500,11/15/2020,EST,356.61,A
USGS,2168500,11/15/2020,EST,356.6,A
USGS,2168500,11/15/2020,EST,356.62,A
USGS,2168500,11/15/2020,EST,356.59,A
USGS,2168500,11/15/2020,EST,356.6,A
USGS,2168500,11/15/2020,EST,356.6,A
USGS,2168500,11/15/2020,EST,356.6,A
USGS,2168500,11/15/2020,EST,356.6,A
USGS,2168500,11/15/2020,EST,356.61,A
USGS,2168500,11/15/2020,EST,356.59,A
USGS,2168500,11/15/2020,EST,356.6,A
USGS,2168500,11/15/2020,EST,356.59,A
USGS,2168500,11/15/2020,EST,356.6,A
USGS,2168500,11/15/2020,EST,356.59,A
USGS,2168500,11/15/2020,EST,356.6,A
USGS,2168500,11/15/2020,EST,356.6,A
USGS,2168500,11/15/2020,EST,356.59,A
USGS,2168500,11/15/2020,EST,356.59,A
USGS,2168500,11/15/2020,EST,356.6,A
USGS,2168500,11/15/2020,EST,356.59,A
USGS,2168500,11/15/2020,EST,356.6,A
USGS,2168500,11/15/2020,EST,356.59,A
USGS,2168500,11/15/2020,EST,356.58,A
USGS,2168500,11/15/2020,EST,356.57,A
USGS,2168500,11/15/2020,EST,356.58,A
USGS,2168500,11/15/2020,EST,356.6,A
USGS,2168500,11/15/2020,EST,356.56,A
USGS,2168500,11/15/2020,EST,356.59,A
USGS,2168500,11/15/2020,EST,356.61,A
USGS,2168500,11/15/2020,EST,356.59,A
USGS,2168500,11/15/2020,EST,356.57,A
USGS,2168500,11/15/2020,EST,356.58,A
USGS,2168500,11/15/2020,EST,356.56,A
USGS,2168500,11/15/2020,EST,356.6,A
USGS,2168500,11/15/2020,EST,356.57,A
USGS,2168500,11/15/2020,EST,356.58,A
USGS,2168500,11/15/2020,EST,356.59,A
USGS,2168500,11/15/2020,EST,356.56,A
USGS,2168500,11/15/2020,EST,356.59,A
USGS,2168500,11/15/2020,EST,356.57,A
USGS,2168500,11/15/2020,EST,356.57,A
USGS,2168500,11/15/2020,EST,356.59,A
USGS,2168500,11/15/2020,EST,356.57,A
USGS,2168500,11/15/2020,EST,356.59,A
USGS,2168500,11/15/2020,EST,356.57,A
USGS,2168500,11/15/2020,EST,356.56,A
USGS,2168500,11/15/2020,EST,356.57,A
USGS,2168500,11/15/2020,EST,356.57,A
USGS,2168500,11/15/2020,EST,356.56,A
USGS,2168500,11/15/2020,EST,356.57,A
USGS,2168500,11/15/2020,EST,356.58,A
USGS,2168500,11/15/2020,EST,356.57,A
USGS,2168500,11/15/2020,EST,356.58,A
USGS,2168500,11/15/2020,EST,356.58,A
USGS,2168500,11/15/2020,EST,356.56,A
USGS,2168500,11/15/2020,EST,356.54,A
USGS,2168500,11/15/2020,EST,356.56,A
USGS,2168500,11/15/2020,EST,356.54,A
USGS,2168500,11/15/2020,EST,356.54,A
USGS,2168500,11/15/2020,EST,356.55,A
USGS,2168500,11/15/2020,EST,356.52,A
USGS,2168500,11/15/2020,EST,356.54,A
USGS,2168500,11/15/2020,EST,356.52,A
USGS,2168500,11/15/2020,EST,356.54,A
USGS,2168500,11/15/2020,EST,356.53,A
USGS,2168500,11/15/2020,EST,356.52,A
USGS,2168500,11/15/2020,EST,356.53,A
USGS,2168500,11/15/2020,EST,356.53,A
USGS,2168500,11/15/2020,EST,356.54,A
USGS,2168500,11/15/2020,EST,356.53,A
USGS,2168500,11/15/2020,EST,356.52,A
USGS,2168500,11/15/2020,EST,356.53,A
USGS,2168500,11/15/2020,EST,356.53,A
USGS,2168500,11/15/2020,EST,356.53,A
USGS,2168500,11/15/2020,EST,356.55,A
USGS,2168500,11/15/2020,EST,356.54,A
USGS,2168500,11/15/2020,EST,356.55,A
USGS,2168500,11/15/2020,EST,356.57,A
USGS,2168500,11/15/2020,EST,356.56,A
USGS,2168500,11/15/2020,EST,356.55,A
USGS,2168500,11/15/2020,EST,356.54,A
USGS,2168500,11/15/2020,EST,356.55,A
USGS,2168500,11/15/2020,EST,356.54,A
USGS,2168500,11/15/2020,EST,356.53,A
USGS,2168500,11/15/2020,EST,356.52,A
USGS,2168500,11/15/2020,EST,356.51,A
USGS,2168500,11/16/2020,EST,356.53,A
USGS,2168500,11/16/2020,EST,356.51,A
USGS,2168500,11/16/2020,EST,356.51,A
USGS,2168500,11/16/2020,EST,356.5,A
USGS,2168500,11/16/2020,EST,356.5,A
USGS,2168500,11/16/2020,EST,356.5,A
USGS,2168500,11/16/2020,EST,356.49,A
USGS,2168500,11/16/2020,EST,356.49,A
USGS,2168500,11/16/2020,EST,356.49,A
USGS,2168500,11/16/2020,EST,356.49,A
USGS,2168500,11/16/2020,EST,356.48,A
USGS,2168500,11/16/2020,EST,356.49,A
USGS,2168500,11/16/2020,EST,356.48,A
USGS,2168500,11/16/2020,EST,356.46,A
USGS,2168500,11/16/2020,EST,356.48,A
USGS,2168500,11/16/2020,EST,356.48,A
USGS,2168500,11/16/2020,EST,356.47,A
USGS,2168500,11/16/2020,EST,356.46,A
USGS,2168500,11/16/2020,EST,356.45,A
USGS,2168500,11/16/2020,EST,356.46,A
USGS,2168500,11/16/2020,EST,356.45,A
USGS,2168500,11/16/2020,EST,356.47,A
USGS,2168500,11/16/2020,EST,356.46,A
USGS,2168500,11/16/2020,EST,356.46,A
USGS,2168500,11/16/2020,EST,356.45,A
USGS,2168500,11/16/2020,EST,356.45,A
USGS,2168500,11/16/2020,EST,356.44,A
USGS,2168500,11/16/2020,EST,356.46,A
USGS,2168500,11/16/2020,EST,356.45,A
USGS,2168500,11/16/2020,EST,356.46,A
USGS,2168500,11/16/2020,EST,356.45,A
USGS,2168500,11/16/2020,EST,356.44,A
USGS,2168500,11/16/2020,EST,356.45,A
USGS,2168500,11/16/2020,EST,356.43,A
USGS,2168500,11/16/2020,EST,356.42,A
USGS,2168500,11/16/2020,EST,356.44,A
USGS,2168500,11/16/2020,EST,356.43,A
USGS,2168500,11/16/2020,EST,356.43,A
USGS,2168500,11/16/2020,EST,356.44,A
USGS,2168500,11/16/2020,EST,356.42,A
USGS,2168500,11/16/2020,EST,356.42,A
USGS,2168500,11/16/2020,EST,356.43,A
USGS,2168500,11/16/2020,EST,356.41,A
USGS,2168500,11/16/2020,EST,356.42,A
USGS,2168500,11/16/2020,EST,356.42,A
USGS,2168500,11/16/2020,EST,356.4,A
USGS,2168500,11/16/2020,EST,356.42,A
USGS,2168500,11/16/2020,EST,356.41,A
USGS,2168500,11/16/2020,EST,356.42,A
USGS,2168500,11/16/2020,EST,356.4,A
USGS,2168500,11/16/2020,EST,356.4,A
USGS,2168500,11/16/2020,EST,356.4,A
USGS,2168500,11/16/2020,EST,356.41,A
USGS,2168500,11/16/2020,EST,356.38,A
USGS,2168500,11/16/2020,EST,356.39,A
USGS,2168500,11/16/2020,EST,356.39,A
USGS,2168500,11/16/2020,EST,356.4,A
USGS,2168500,11/16/2020,EST,356.39,A
USGS,2168500,11/16/2020,EST,356.39,A
USGS,2168500,11/16/2020,EST,356.4,A
USGS,2168500,11/16/2020,EST,356.4,A
USGS,2168500,11/16/2020,EST,356.4,A
USGS,2168500,11/16/2020,EST,356.39,A
USGS,2168500,11/16/2020,EST,356.38,A
USGS,2168500,11/16/2020,EST,356.39,A
USGS,2168500,11/16/2020,EST,356.38,A
USGS,2168500,11/16/2020,EST,356.38,A
USGS,2168500,11/16/2020,EST,356.39,A
USGS,2168500,11/16/2020,EST,356.37,A
USGS,2168500,11/16/2020,EST,356.39,A
USGS,2168500,11/16/2020,EST,356.37,A
USGS,2168500,11/16/2020,EST,356.36,A
USGS,2168500,11/16/2020,EST,356.37,A
USGS,2168500,11/16/2020,EST,356.36,A
USGS,2168500,11/16/2020,EST,356.36,A
USGS,2168500,11/16/2020,EST,356.36,A
USGS,2168500,11/16/2020,EST,356.36,A
USGS,2168500,11/16/2020,EST,356.37,A
USGS,2168500,11/16/2020,EST,356.36,A
USGS,2168500,11/16/2020,EST,356.36,A
USGS,2168500,11/16/2020,EST,356.34,A
USGS,2168500,11/16/2020,EST,356.34,A
USGS,2168500,11/16/2020,EST,356.36,A
USGS,2168500,11/16/2020,EST,356.36,A
USGS,2168500,11/16/2020,EST,356.34,A
USGS,2168500,11/16/2020,EST,356.35,A
USGS,2168500,11/16/2020,EST,356.33,A
USGS,2168500,11/16/2020,EST,356.34,A
USGS,2168500,11/16/2020,EST,356.34,A
USGS,2168500,11/16/2020,EST,356.34,A
USGS,2168500,11/16/2020,EST,356.34,A
USGS,2168500,11/16/2020,EST,356.33,A
USGS,2168500,11/16/2020,EST,356.33,A
USGS,2168500,11/16/2020,EST,356.34,A
USGS,2168500,11/16/2020,EST,356.33,A
USGS,2168500,11/16/2020,EST,356.33,A
USGS,2168500,11/17/2020,EST,356.32,A
USGS,2168500,11/17/2020,EST,356.31,A
USGS,2168500,11/17/2020,EST,356.33,A
USGS,2168500,11/17/2020,EST,356.32,A
USGS,2168500,11/17/2020,EST,356.32,A
USGS,2168500,11/17/2020,EST,356.33,A
USGS,2168500,11/17/2020,EST,356.3,A
USGS,2168500,11/17/2020,EST,356.32,A
USGS,2168500,11/17/2020,EST,356.3,A
USGS,2168500,11/17/2020,EST,356.3,A
USGS,2168500,11/17/2020,EST,356.31,A
USGS,2168500,11/17/2020,EST,356.3,A
USGS,2168500,11/17/2020,EST,356.32,A
USGS,2168500,11/17/2020,EST,356.32,A
USGS,2168500,11/17/2020,EST,356.3,A
USGS,2168500,11/17/2020,EST,356.31,A
USGS,2168500,11/17/2020,EST,356.3,A
USGS,2168500,11/17/2020,EST,356.3,A
USGS,2168500,11/17/2020,EST,356.31,A
USGS,2168500,11/17/2020,EST,356.3,A
USGS,2168500,11/17/2020,EST,356.3,A
USGS,2168500,11/17/2020,EST,356.29,A
USGS,2168500,11/17/2020,EST,356.29,A
USGS,2168500,11/17/2020,EST,356.29,A
USGS,2168500,11/17/2020,EST,356.28,A
USGS,2168500,11/17/2020,EST,356.29,A
USGS,2168500,11/17/2020,EST,356.28,A
USGS,2168500,11/17/2020,EST,356.26,A
USGS,2168500,11/17/2020,EST,356.27,A
USGS,2168500,11/17/2020,EST,356.29,A
USGS,2168500,11/17/2020,EST,356.29,A
USGS,2168500,11/17/2020,EST,356.28,A
USGS,2168500,11/17/2020,EST,356.29,A
USGS,2168500,11/17/2020,EST,356.29,A
USGS,2168500,11/17/2020,EST,356.3,A
USGS,2168500,11/17/2020,EST,356.3,A
USGS,2168500,11/17/2020,EST,356.3,A
USGS,2168500,11/17/2020,EST,356.31,A
USGS,2168500,11/17/2020,EST,356.3,A
USGS,2168500,11/17/2020,EST,356.3,A
USGS,2168500,11/17/2020,EST,356.29,A
USGS,2168500,11/17/2020,EST,356.29,A
USGS,2168500,11/17/2020,EST,356.28,A
USGS,2168500,11/17/2020,EST,356.28,A
USGS,2168500,11/17/2020,EST,356.28,A
USGS,2168500,11/17/2020,EST,356.29,A
USGS,2168500,11/17/2020,EST,356.28,A
USGS,2168500,11/17/2020,EST,356.29,A
USGS,2168500,11/17/2020,EST,356.3,A
USGS,2168500,11/17/2020,EST,356.29,A
USGS,2168500,11/17/2020,EST,356.29,A
USGS,2168500,11/17/2020,EST,356.29,A
USGS,2168500,11/17/2020,EST,356.3,A
USGS,2168500,11/17/2020,EST,356.29,A
USGS,2168500,11/17/2020,EST,356.31,A
USGS,2168500,11/17/2020,EST,356.31,A
USGS,2168500,11/17/2020,EST,356.3,A
USGS,2168500,11/17/2020,EST,356.3,A
USGS,2168500,11/17/2020,EST,356.3,A
USGS,2168500,11/17/2020,EST,356.3,A
USGS,2168500,11/17/2020,EST,356.31,A
USGS,2168500,11/17/2020,EST,356.29,A
USGS,2168500,11/17/2020,EST,356.3,A
USGS,2168500,11/17/2020,EST,356.29,A
USGS,2168500,11/17/2020,EST,356.28,A
USGS,2168500,11/17/2020,EST,356.31,A
USGS,2168500,11/17/2020,EST,356.29,A
USGS,2168500,11/17/2020,EST,356.28,A
USGS,2168500,11/17/2020,EST,356.3,A
USGS,2168500,11/17/2020,EST,356.3,A
USGS,2168500,11/17/2020,EST,356.29,A
USGS,2168500,11/17/2020,EST,356.28,A
USGS,2168500,11/17/2020,EST,356.3,A
USGS,2168500,11/17/2020,EST,356.28,A
USGS,2168500,11/17/2020,EST,356.27,A
USGS,2168500,11/17/2020,EST,356.31,A
USGS,2168500,11/17/2020,EST,356.29,A
USGS,2168500,11/17/2020,EST,356.31,A
USGS,2168500,11/17/2020,EST,356.3,A
USGS,2168500,11/17/2020,EST,356.29,A
USGS,2168500,11/17/2020,EST,356.31,A
USGS,2168500,11/17/2020,EST,356.29,A
USGS,2168500,11/17/2020,EST,356.31,A
USGS,2168500,11/17/2020,EST,356.3,A
USGS,2168500,11/17/2020,EST,356.3,A
USGS,2168500,11/17/2020,EST,356.33,A
USGS,2168500,11/17/2020,EST,356.29,A
USGS,2168500,11/17/2020,EST,356.3,A
USGS,2168500,11/17/2020,EST,356.31,A
USGS,2168500,11/17/2020,EST,356.29,A
USGS,2168500,11/17/2020,EST,356.32,A
USGS,2168500,11/17/2020,EST,356.3,A
USGS,2168500,11/17/2020,EST,356.31,A
USGS,2168500,11/17/2020,EST,356.32,A
USGS,2168500,11/17/2020,EST,356.29,A
USGS,2168500,11/17/2020,EST,356.31,A
USGS,2168500,11/18/2020,EST,356.3,A
USGS,2168500,11/18/2020,EST,356.3,A
USGS,2168500,11/18/2020,EST,356.32,A
USGS,2168500,11/18/2020,EST,356.31,A
USGS,2168500,11/18/2020,EST,356.32,A
USGS,2168500,11/18/2020,EST,356.3,A
USGS,2168500,11/18/2020,EST,356.31,A
USGS,2168500,11/18/2020,EST,356.3,A
USGS,2168500,11/18/2020,EST,356.3,A
USGS,2168500,11/18/2020,EST,356.31,A
USGS,2168500,11/18/2020,EST,356.3,A
USGS,2168500,11/18/2020,EST,356.31,A
USGS,2168500,11/18/2020,EST,356.31,A
USGS,2168500,11/18/2020,EST,356.3,A
USGS,2168500,11/18/2020,EST,356.3,A
USGS,2168500,11/18/2020,EST,356.3,A
USGS,2168500,11/18/2020,EST,356.3,A
USGS,2168500,11/18/2020,EST,356.31,A
USGS,2168500,11/18/2020,EST,356.31,A
USGS,2168500,11/18/2020,EST,356.3,A
USGS,2168500,11/18/2020,EST,356.32,A
USGS,2168500,11/18/2020,EST,356.3,A
USGS,2168500,11/18/2020,EST,356.3,A
USGS,2168500,11/18/2020,EST,356.32,A
USGS,2168500,11/18/2020,EST,356.31,A
USGS,2168500,11/18/2020,EST,356.31,A
USGS,2168500,11/18/2020,EST,356.3,A
USGS,2168500,11/18/2020,EST,356.32,A
USGS,2168500,11/18/2020,EST,356.31,A
USGS,2168500,11/18/2020,EST,356.31,A
USGS,2168500,11/18/2020,EST,356.32,A
USGS,2168500,11/18/2020,EST,356.31,A
USGS,2168500,11/18/2020,EST,356.32,A
USGS,2168500,11/18/2020,EST,356.32,A
USGS,2168500,11/18/2020,EST,356.31,A
USGS,2168500,11/18/2020,EST,356.32,A
USGS,2168500,11/18/2020,EST,356.31,A
USGS,2168500,11/18/2020,EST,356.31,A
USGS,2168500,11/18/2020,EST,356.32,A
USGS,2168500,11/18/2020,EST,356.32,A
USGS,2168500,11/18/2020,EST,356.33,A
USGS,2168500,11/18/2020,EST,356.31,A
USGS,2168500,11/18/2020,EST,356.31,A
USGS,2168500,11/18/2020,EST,356.31,A
USGS,2168500,11/18/2020,EST,356.31,A
USGS,2168500,11/18/2020,EST,356.31,A
USGS,2168500,11/18/2020,EST,356.31,A
USGS,2168500,11/18/2020,EST,356.32,A
USGS,2168500,11/18/2020,EST,356.32,A
USGS,2168500,11/18/2020,EST,356.32,A
USGS,2168500,11/18/2020,EST,356.31,A
USGS,2168500,11/18/2020,EST,356.32,A
USGS,2168500,11/18/2020,EST,356.31,A
USGS,2168500,11/18/2020,EST,356.33,A
USGS,2168500,11/18/2020,EST,356.32,A
USGS,2168500,11/18/2020,EST,356.3,A
USGS,2168500,11/18/2020,EST,356.32,A
USGS,2168500,11/18/2020,EST,356.31,A
USGS,2168500,11/18/2020,EST,356.32,A
USGS,2168500,11/18/2020,EST,356.3,A
USGS,2168500,11/18/2020,EST,356.28,A
USGS,2168500,11/18/2020,EST,356.3,A
USGS,2168500,11/18/2020,EST,356.31,A
USGS,2168500,11/18/2020,EST,356.29,A
USGS,2168500,11/18/2020,EST,356.3,A
USGS,2168500,11/18/2020,EST,356.29,A
USGS,2168500,11/18/2020,EST,356.29,A
USGS,2168500,11/18/2020,EST,356.29,A
USGS,2168500,11/18/2020,EST,356.3,A
USGS,2168500,11/18/2020,EST,356.31,A
USGS,2168500,11/18/2020,EST,356.29,A
USGS,2168500,11/18/2020,EST,356.29,A
USGS,2168500,11/18/2020,EST,356.29,A
USGS,2168500,11/18/2020,EST,356.27,A
USGS,2168500,11/18/2020,EST,356.28,A
USGS,2168500,11/18/2020,EST,356.27,A
USGS,2168500,11/18/2020,EST,356.27,A
USGS,2168500,11/18/2020,EST,356.28,A
USGS,2168500,11/18/2020,EST,356.27,A
USGS,2168500,11/18/2020,EST,356.28,A
USGS,2168500,11/18/2020,EST,356.26,A
USGS,2168500,11/18/2020,EST,356.25,A
USGS,2168500,11/18/2020,EST,356.27,A
USGS,2168500,11/18/2020,EST,356.26,A
USGS,2168500,11/18/2020,EST,356.25,A
USGS,2168500,11/18/2020,EST,356.25,A
USGS,2168500,11/18/2020,EST,356.25,A
USGS,2168500,11/18/2020,EST,356.24,A
USGS,2168500,11/18/2020,EST,356.25,A
USGS,2168500,11/18/2020,EST,356.24,A
USGS,2168500,11/18/2020,EST,356.24,A
USGS,2168500,11/18/2020,EST,356.24,A
USGS,2168500,11/18/2020,EST,356.23,A
USGS,2168500,11/18/2020,EST,356.22,A
USGS,2168500,11/18/2020,EST,356.24,A
USGS,2168500,11/18/2020,EST,356.24,A
USGS,2168500,11/19/2020,EST,356.23,A
USGS,2168500,11/19/2020,EST,356.24,A
USGS,2168500,11/19/2020,EST,356.24,A
USGS,2168500,11/19/2020,EST,356.21,A
USGS,2168500,11/19/2020,EST,356.23,A
USGS,2168500,11/19/2020,EST,356.21,A
USGS,2168500,11/19/2020,EST,356.23,A
USGS,2168500,11/19/2020,EST,356.22,A
USGS,2168500,11/19/2020,EST,356.22,A
USGS,2168500,11/19/2020,EST,356.22,A
USGS,2168500,11/19/2020,EST,356.22,A
USGS,2168500,11/19/2020,EST,356.21,A
USGS,2168500,11/19/2020,EST,356.21,A
USGS,2168500,11/19/2020,EST,356.2,A
USGS,2168500,11/19/2020,EST,356.21,A
USGS,2168500,11/19/2020,EST,356.2,A
USGS,2168500,11/19/2020,EST,356.19,A
USGS,2168500,11/19/2020,EST,356.21,A
USGS,2168500,11/19/2020,EST,356.18,A
USGS,2168500,11/19/2020,EST,356.18,A
USGS,2168500,11/19/2020,EST,356.18,A
USGS,2168500,11/19/2020,EST,356.19,A
USGS,2168500,11/19/2020,EST,356.17,A
USGS,2168500,11/19/2020,EST,356.17,A
USGS,2168500,11/19/2020,EST,356.18,A
USGS,2168500,11/19/2020,EST,356.17,A
USGS,2168500,11/19/2020,EST,356.17,A
USGS,2168500,11/19/2020,EST,356.18,A
USGS,2168500,11/19/2020,EST,356.17,A
USGS,2168500,11/19/2020,EST,356.16,A
USGS,2168500,11/19/2020,EST,356.17,A
USGS,2168500,11/19/2020,EST,356.15,A
USGS,2168500,11/19/2020,EST,356.16,A
USGS,2168500,11/19/2020,EST,356.15,A
USGS,2168500,11/19/2020,EST,356.16,A
USGS,2168500,11/19/2020,EST,356.17,A
USGS,2168500,11/19/2020,EST,356.15,A
USGS,2168500,11/19/2020,EST,356.16,A
USGS,2168500,11/19/2020,EST,356.16,A
USGS,2168500,11/19/2020,EST,356.15,A
USGS,2168500,11/19/2020,EST,356.15,A
USGS,2168500,11/19/2020,EST,356.15,A
USGS,2168500,11/19/2020,EST,356.16,A
USGS,2168500,11/19/2020,EST,356.14,A
USGS,2168500,11/19/2020,EST,356.16,A
USGS,2168500,11/19/2020,EST,356.14,A
USGS,2168500,11/19/2020,EST,356.15,A
USGS,2168500,11/19/2020,EST,356.15,A
USGS,2168500,11/19/2020,EST,356.16,A
USGS,2168500,11/19/2020,EST,356.16,A
USGS,2168500,11/19/2020,EST,356.15,A
USGS,2168500,11/19/2020,EST,356.16,A
USGS,2168500,11/19/2020,EST,356.17,A
USGS,2168500,11/19/2020,EST,356.15,A
USGS,2168500,11/19/2020,EST,356.17,A
USGS,2168500,11/19/2020,EST,356.16,A
